cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report
10932,24811796,"QUINN, ROMAINE",WI,ASSEMBLY,75,CANOE BAY,LODGING & TOURISM,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931315-WI-QUINN-ROMAINE-ROBERT
10933,24811796,"QUINN, ROMAINE",WI,ASSEMBLY,75,NURSE NOOK,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931315-WI-QUINN-ROMAINE-ROBERT
10934,3187685,"RIEMER, DANIEL",WI,ASSEMBLY,7,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931316-WI-RIEMER-DANIEL-GRAAN
10935,2607039,"RINGHAND, JANIS",WI,SENATE,15,ALLIED SYSTEMS RETIRMENT,RETIRED,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931318-WI-RINGHAND-JANIS
10936,2607039,"RINGHAND, JANIS",WI,SENATE,15,RINGHAND BEE MUSTARD,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931318-WI-RINGHAND-JANIS
10937,2607039,"RINGHAND, JANIS",WI,SENATE,15,SOCIAL SECURITY,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931318-WI-RINGHAND-JANIS
10938,2928169,"RIPP, KEITH",WI,ASSEMBLY,42,AMERICAN TRANSMISSION COMPANY,ELECTRIC UTILITIES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931319-WI-RIPP-KEITH
10939,2928169,"RIPP, KEITH",WI,ASSEMBLY,42,R ENTERPRISES LLC,TRUCKING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931319-WI-RIPP-KEITH
10940,2928169,"RIPP, KEITH",WI,ASSEMBLY,42,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931319-WI-RIPP-KEITH
10941,2928169,"RIPP, KEITH",WI,ASSEMBLY,42,RIPP FARMS LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931319-WI-RIPP-KEITH
10942,2923730,"RISSER, FRED",WI,SENATE,26,MADISON METROPOLITAN SCHOOL DISTRICT,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931320-WI-RISSER-FRED
10943,2923730,"RISSER, FRED",WI,SENATE,26,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931320-WI-RISSER-FRED
10944,2923730,"RISSER, FRED",WI,SENATE,26,RISSER LAW OFFICES,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931320-WI-RISSER-FRED
10945,2923730,"RISSER, FRED",WI,SENATE,26,SOCIAL SECURITY ADMINISTRATION,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931320-WI-RISSER-FRED
10946,18912418,"RODRIGUEZ, JESSIE",WI,ASSEMBLY,21,CITY OF RACINE FIRE DEPARTMENT,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931322-WI-RODRIGUEZ-YESENIA-EDELMIRA-JESSIE
10947,3574817,"ROHRKASTE, MICHAEL",WI,ASSEMBLY,55,CALVARY BIBLE CHURCH,CLERGY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931323-WI-ROHRKASTE-MICHAEL-KARL
10948,3574817,"ROHRKASTE, MICHAEL",WI,ASSEMBLY,55,FICANTIERI MARINE GROUP,SEA TRANSPORT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931323-WI-ROHRKASTE-MICHAEL-KARL
10949,3574817,"ROHRKASTE, MICHAEL",WI,ASSEMBLY,55,OSHKOSH CORPORATION,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931323-WI-ROHRKASTE-MICHAEL-KARL
10950,13009608,"ROTH JR, ROGER",WI,SENATE,19,COMMUNITY FIRST CREDIT UNION,CREDIT UNIONS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10951,13009608,"ROTH JR, ROGER",WI,SENATE,19,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10952,13009608,"ROTH JR, ROGER",WI,SENATE,19,ROGER ROTH & SONS CONSTRUCTION LLC,GENERAL CONTRACTORS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10953,13009608,"ROTH JR, ROGER",WI,SENATE,19,ROTH BROTHERS INVESTMENT,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10954,13009608,"ROTH JR, ROGER",WI,SENATE,19,ROTH DEVELOPMENT CORP,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10955,13009608,"ROTH JR, ROGER",WI,SENATE,19,WISCONSIN AIR NATIONAL GUARD,MILITARY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931324-WI-ROTH-JR-ROGER-J
10956,13735964,"SANFELIPPO, JOE",WI,ASSEMBLY,15,HALES CORNERS LUTHERAN SCHOOL,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931326-WI-SANFELIPPO-JOE
10957,13735964,"SANFELIPPO, JOE",WI,ASSEMBLY,15,JOE SANFELIPPO CABS INC,MISCELLANEOUS TRANSPORT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931326-WI-SANFELIPPO-JOE
10958,13735964,"SANFELIPPO, JOE",WI,ASSEMBLY,15,JOEBEC LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931326-WI-SANFELIPPO-JOE
10959,13736069,"SCHRAA, MICHAEL",WI,ASSEMBLY,53,LEON'S CLASSIC CARS,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931327-WI-SCHRAA-MICHAEL-K
10960,13736069,"SCHRAA, MICHAEL",WI,ASSEMBLY,53,LEON'S FROZEN CUSTARD,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931327-WI-SCHRAA-MICHAEL-K
10961,13736069,"SCHRAA, MICHAEL",WI,ASSEMBLY,53,LEON'S RENTAL CORP,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931327-WI-SCHRAA-MICHAEL-K
10962,13736103,"SHANKLAND, KATRINA",WI,ASSEMBLY,71,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931328-WI-SHANKLAND-KATRINA
10963,2920065,"SHILLING, JENNIFER",WI,SENATE,32,DAKOTA SUPPLY GROUP,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931329-WI-SHILLING-JENNIFER-K
10964,2920065,"SHILLING, JENNIFER",WI,SENATE,32,EHLENFELDT ENTERPRISES,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931329-WI-SHILLING-JENNIFER-K
10965,2943905,"SINICKI, CHRISTINE",WI,ASSEMBLY,20,WALTER NORTH AMERICA,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931330-WI-SINICKI-CHRISTINE
10966,3016454,"SKOWRONSKI, KENNETH",WI,ASSEMBLY,82,FOOD ON THE MOVE LLC,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931332-WI-SKOWRONSKI-KENNETH-P
10967,3016454,"SKOWRONSKI, KENNETH",WI,ASSEMBLY,82,KS REMODELERS INC,GENERAL CONTRACTORS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931332-WI-SKOWRONSKI-KENNETH-P
10968,3016454,"SKOWRONSKI, KENNETH",WI,ASSEMBLY,82,SOCIAL SECURITY,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931332-WI-SKOWRONSKI-KENNETH-P
10969,13736134,"SPIROS, JOHN",WI,ASSEMBLY,86,CITY OF MARSHFIELD,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931333-WI-SPIROS-JOHN
10970,13736134,"SPIROS, JOHN",WI,ASSEMBLY,86,MARSHFIELD CLINIC,HOSPITALS & NURSING HOMES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931333-WI-SPIROS-JOHN
10971,13736134,"SPIROS, JOHN",WI,ASSEMBLY,86,ROEHL TRANSPORT INC,TRUCKING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931333-WI-SPIROS-JOHN
10972,21069040,"SPREITZER, MARK",WI,ASSEMBLY,45,CITY OF BELOIT,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931334-WI-SPREITZER-MARK
10973,21069040,"SPREITZER, MARK",WI,ASSEMBLY,45,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931334-WI-SPREITZER-MARK
10974,24811725,"STEFFEN, DAVID",WI,ASSEMBLY,4,FARMERS BEST HOME DELIVERY,FOOD PROCESSING & SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931336-WI-STEFFEN-DAVID
10975,24811725,"STEFFEN, DAVID",WI,ASSEMBLY,4,ISARO CONSULTING GROUP**,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931336-WI-STEFFEN-DAVID
10976,24811725,"STEFFEN, DAVID",WI,ASSEMBLY,4,TAXPAYERS NETWORK*,PRINTING & PUBLISHING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931336-WI-STEFFEN-DAVID
10977,2928599,"STEINEKE, JIM",WI,ASSEMBLY,5,APPLETON AREA PUBLIC SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931338-WI-STEINEKE-JIM
10978,2928599,"STEINEKE, JIM",WI,ASSEMBLY,5,CALDWELL BANKER,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931338-WI-STEINEKE-JIM
10979,2928599,"STEINEKE, JIM",WI,ASSEMBLY,5,PC JUNCTION,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931338-WI-STEINEKE-JIM
10980,24811774,"STUCK, AMANDA",WI,ASSEMBLY,57,GREAT LAKES MECHANICAL,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931339-WI-STUCK-AMANDA
10981,2974851,"SUBECK, LISA",WI,ASSEMBLY,78,CITY OF MADISON,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931341-WI-SUBECK-LISA
10982,3065787,"SWEARINGEN, ROBERT",WI,ASSEMBLY,34,MEMORY LANE INC DBA AL-GEN,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931343-WI-SWEARINGEN-ROBERT-M
10983,2612037,"TAUCHEN, GARY",WI,ASSEMBLY,6,TAUCHEN FARM LANDS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931344-WI-TAUCHEN-GARY-J
10984,2612037,"TAUCHEN, GARY",WI,ASSEMBLY,6,"TAUCHEN HARMONY VALLEY, INC",DAIRY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931344-WI-TAUCHEN-GARY-J
10985,6513515,"TAYLOR, CHRIS",WI,ASSEMBLY,76,MACALESTER COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931346-WI-TAYLOR-CHRIS
10986,6513515,"TAYLOR, CHRIS",WI,ASSEMBLY,76,UNIVERSITY OF WISCONSIN - OSHKOSH,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931346-WI-TAYLOR-CHRIS
10987,1306328,"TAYLOR, LENA",WI,SENATE,4,HAUSMAN-MCNALLY SC,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931347-WI-TAYLOR-LENA-CAROLYN
10988,1306328,"TAYLOR, LENA",WI,SENATE,4,PKSD LAW FIRM,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931347-WI-TAYLOR-LENA-CAROLYN
10989,1306328,"TAYLOR, LENA",WI,SENATE,4,TAYLOR AND ASSOCIATES,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931347-WI-TAYLOR-LENA-CAROLYN
10990,1306328,"TAYLOR, LENA",WI,SENATE,4,TAYLOR RENTALS,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931347-WI-TAYLOR-LENA-CAROLYN
10991,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,A&W DRIVE THRU,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10992,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,AURORA HEALTHCARE,HOSPITALS & NURSING HOMES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10993,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,GRANCARE NURSING AND REHABILITATION CENTER,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10994,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,GUSTAVUS ADOLPHUS COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10995,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,MANKATO REHABILITATION CENTER,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10996,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,REDEEMER LUTHERN SCHOOL,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10997,2927969,"THIESFELDT, JEREMY",WI,ASSEMBLY,52,SCHREINER'S RESTAURANT,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931348-WI-THIESFELDT-JEREMY-JOHN
10998,2930174,"TIFFANY, THOMAS",WI,SENATE,12,TOWN OF LITTLE RICE,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931350-WI-TIFFANY-THOMAS
10999,2930174,"TIFFANY, THOMAS",WI,SENATE,12,"WILLOW, INC.",MISCELLANEOUS TRANSPORT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931350-WI-TIFFANY-THOMAS
11000,2930174,"TIFFANY, THOMAS",WI,SENATE,12,WVIC,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931350-WI-TIFFANY-THOMAS
11001,13735995,"TITTL, PAUL",WI,ASSEMBLY,25,CARTECH SOLUTION,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931352-WI-TITTL-PAUL
11002,13735995,"TITTL, PAUL",WI,ASSEMBLY,25,PAINTBALL PAULS,RECREATION & LIVE ENTERTAINMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931352-WI-TITTL-PAUL
11003,13735995,"TITTL, PAUL",WI,ASSEMBLY,25,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931352-WI-TITTL-PAUL
11004,13735995,"TITTL, PAUL",WI,ASSEMBLY,25,VACUUM AND SEWING CENTER,RETAIL SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931352-WI-TITTL-PAUL
11005,2927947,"TRANEL, TRAVIS",WI,ASSEMBLY,49,FLEEGEN TRANEL LLC,DAIRY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931353-WI-TRANEL-TRAVIS
11006,2927947,"TRANEL, TRAVIS",WI,ASSEMBLY,49,T&H HOLDING LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931353-WI-TRANEL-TRAVIS
11007,2927947,"TRANEL, TRAVIS",WI,ASSEMBLY,49,TRANEL FAMILY FARMS LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931353-WI-TRANEL-TRAVIS
11008,2927947,"TRANEL, TRAVIS",WI,ASSEMBLY,49,TRANEL FARMS USA INC.,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931353-WI-TRANEL-TRAVIS
11009,3168880,"VANDERMEER, NANCY",WI,ASSEMBLY,70,HALL FARMS LLC,DAIRY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931354-WI-VANDERMEER-NANCY-LYNN
11010,3168880,"VANDERMEER, NANCY",WI,ASSEMBLY,70,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931354-WI-VANDERMEER-NANCY-LYNN
11011,3168880,"VANDERMEER, NANCY",WI,ASSEMBLY,70,VANDER MEER MOTOR CO,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931354-WI-VANDERMEER-NANCY-LYNN
11012,2697884,"VINEHOUT, KATHLEEN",WI,SENATE,31,ALMA AREA SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931355-WI-VINEHOUT-KATHLEEN
11013,2697884,"VINEHOUT, KATHLEEN",WI,SENATE,31,BUFFALO COUNTY,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931355-WI-VINEHOUT-KATHLEEN
11014,2697884,"VINEHOUT, KATHLEEN",WI,SENATE,31,FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931355-WI-VINEHOUT-KATHLEEN
11015,2697884,"VINEHOUT, KATHLEEN",WI,SENATE,31,MACALESTER COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931355-WI-VINEHOUT-KATHLEEN
11016,2697884,"VINEHOUT, KATHLEEN",WI,SENATE,31,SOCIAL SECURITY ADMINISTRATION,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931355-WI-VINEHOUT-KATHLEEN
11017,2829371,"VORPAGEL, TYLER",WI,ASSEMBLY,27,KOHLER COMPANY,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931356-WI-VORPAGEL-TYLER-JOHN
11018,2829371,"VORPAGEL, TYLER",WI,ASSEMBLY,27,SHEBOYGAN [ILLEGIBLE],EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931356-WI-VORPAGEL-TYLER-JOHN
11019,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,JMR ENTERPRISES LLP,FOOD PROCESSING & SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11020,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,"LUDWIG AND VOS, INC",REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11021,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,RJV CARWASH LLC,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11022,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,"ROBIN J VOS ENTERPRISES, INC",FOOD PROCESSING & SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11023,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,ROMATA LLP,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11024,3217195,"VOS, ROBIN",WI,ASSEMBLY,63,"WHITEWATER COLLEGE RENTALS, LLC",REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931357-WI-VOS-ROBIN-J
11025,3130984,"VUKMIR, LEAH",WI,SENATE,5,ANEW,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931358-WI-VUKMIR-LEAH
11026,3130984,"VUKMIR, LEAH",WI,SENATE,5,WPRI,CONSERVATIVE POLICY ORGANIZATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931358-WI-VUKMIR-LEAH
11027,2957836,"WACHS, DANA",WI,ASSEMBLY,91,BEVERLY WICKSTROM FINE ART PHOTOGRAPHY,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931359-WI-WACHS-DANA
11028,2957836,"WACHS, DANA",WI,ASSEMBLY,91,JUST HAL,SECURITIES & INVESTMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931359-WI-WACHS-DANA
11029,2957836,"WACHS, DANA",WI,ASSEMBLY,91,RICHIE WICKSTROM & WACHS LLP,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931359-WI-WACHS-DANA
11030,2957836,"WACHS, DANA",WI,ASSEMBLY,91,RICHIE WICKSTROM AND WACHS LLP,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931359-WI-WACHS-DANA
11031,2957836,"WACHS, DANA",WI,ASSEMBLY,91,SOUTHERN OAKS,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931359-WI-WACHS-DANA
11032,3650225,"WANGGAARD, VAN",WI,SENATE,21,EXTREME LOYALTY MARKETING,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931360-WI-WANGGAARD-VAN-H
11033,3650225,"WANGGAARD, VAN",WI,SENATE,21,SOCIAL SECURITY,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931360-WI-WANGGAARD-VAN-H
11034,3650225,"WANGGAARD, VAN",WI,SENATE,21,WISCONSIN RETIREMENT SYSTEM,RETIRED,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931360-WI-WANGGAARD-VAN-H
11035,4096738,"WEATHERSTON, THOMAS",WI,ASSEMBLY,62,HNI RISK SERVICE,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931361-WI-WEATHERSTON-THOMAS-ROGER
11036,13013888,"WIRCH, ROBERT",WI,SENATE,22,SOCIAL SECURITY,ELDERLY/SOCIAL SECURITY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931362-WI-WIRCH-ROBERT-W
11037,13009494,"YOUNG, LEON",WI,ASSEMBLY,16,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931363-WI-YOUNG-LEON-D
11038,2607131,"ZAMARRIPA, JOCASTA",WI,ASSEMBLY,8,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931364-WI-ZAMARRIPA-JOCASTA
11039,2616031,"ZEPNICK, JOSH",WI,ASSEMBLY,9,LADISH COMPANY,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931365-WI-ZEPNICK-JOSH
11040,6700914,"AMBLER, GEORGE",WV,HOUSE,42,AMBLER FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931366-WV-AMBLER-GEORGE-BOOGIE
11041,6700914,"AMBLER, GEORGE",WV,HOUSE,42,GEE PRESTO ENTERPRISES,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931366-WV-AMBLER-GEORGE-BOOGIE
11042,6700914,"AMBLER, GEORGE",WV,HOUSE,42,GREEBRIER COUNTY BOARD OF ED,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931366-WV-AMBLER-GEORGE-BOOGIE
11043,6581517,"ANDERSON JR, EVERETTE WILLIAM (BILL)",WV,HOUSE,8,ANDERSON FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931367-WV-ANDERSON-JR-EVERETTE-WILLIAM-BILL
11044,6581517,"ANDERSON JR, EVERETTE WILLIAM (BILL)",WV,HOUSE,8,WOOD COUNTY BOARD OF ED,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931367-WV-ANDERSON-JR-EVERETTE-WILLIAM-BILL
11045,6581523,"ARMSTEAD, TIMOTHY",WV,HOUSE,40,COLUMBIA PIPELINE GROUP,OIL & GAS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931368-WV-ARMSTEAD-TIMOTHY-P-TIM
11046,6581523,"ARMSTEAD, TIMOTHY",WV,HOUSE,40,NISOURCE CORP. SERVICES CO.,OIL & GAS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931368-WV-ARMSTEAD-TIMOTHY-P-TIM
11047,6581523,"ARMSTEAD, TIMOTHY",WV,HOUSE,40,TIM ARMSTEAD ESQ.,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931368-WV-ARMSTEAD-TIMOTHY-P-TIM
11048,6700979,"ARVON, KAREN",WV,HOUSE,31,WV VEIN & SKIN CENTERS PLLC,HEALTH PROFESSIONALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3931369-WV-ARVON-KAREN-LYNNE
